,message,label,player,special_token_message,match
2607,comeback,,1,[Team0][Player1]: comeback,79
2608,cheli?,,1,[Team0][Player1]: cheli?,79
2609,A ne,,1,[Team0][Player1]: A ne,79
2610,pokazalos',,1,[Team0][Player1]: pokazalos',79
2611,GG,,4,[Team0][Player4]: GG,79
2612,откуда,,7,[Team1][Player2]: откуда,56
2613,шлюха,x,7,[Team1][Player2]: шлюха,56
2614,у тебя 13,,7,[Team1][Player2]: у тебя 13,56
2615,читеро,,2,[Team0][Player2]: читеро,56
2616,,,2,[Team0][Player2]: ,56
2617,скок у вас пати?,,6,[Team1][Player1]: скок у вас пати?,56
2618,я и он,,2,[Team0][Player2]: я и он,56
2619,2800,,3,[Team0][Player3]: 2800,56
2620,2975,,7,[Team1][Player2]: 2975,56
2621,урод,x,7,[Team1][Player2]: урод,56
2622,что 2800,,6,[Team1][Player1]: что 2800,56
2623,дай 3к,,7,[Team1][Player2]: дай 3к,56
2624,1488,,2,[Team0][Player2]: 1488,56
2625,ММР,,3,[Team0][Player3]: ММР,56
2626,как же ты диз заебал,,6,[Team1][Player1]: как же ты диз заебал,56
2627,целую игру,,6,[Team1][Player1]: целую игру,56
2628,меня пиздил,,6,[Team1][Player1]: меня пиздил,56
2629,gg,,5,[Team1][Player0]: gg,56
2630,gg,,0,[Team0][Player0]: gg,56
2631,GG,,4,[Team0][Player4]: GG,56
2632,грех имбицилов не пиздить,x,9,[Team1][Player4]: грех имбицилов не пиздить,56
2633,изи,,2,[Team0][Player2]: изи,56
2634,harder pls,,0,[Team0][Player0]: harder pls,35
2635,fucking 4k dog,,0,[Team0][Player0]: fucking 4k dog,35
2636,0k dog,,9,[Team1][Player4]: 0k dog,35
2637,:DDD,,0,[Team0][Player0]: :DDD,35
2638,retard,x,0,[Team0][Player0]: retard,35
2639,losing double mid,,0,[Team0][Player0]: losing double mid,35
2640,:DD,,0,[Team0][Player0]: :DD,35
2641,animal,,0,[Team0][Player0]: animal,35
2642,run lil bitch,x,9,[Team1][Player4]: run lil bitch,35
2643,haha,,0,[Team0][Player0]: haha,35
2644,lsoer,,0,[Team0][Player0]: lsoer,35
2645,dog,,0,[Team0][Player0]: dog,35
2646,don't wait dogs,,2,[Team0][Player2]: don't wait dogs,35
2647,loser retard,x,0,[Team0][Player0]: loser retard,35
2648,?,,0,[Team0][Player0]: ?,35
2649,animal,,0,[Team0][Player0]: animal,35
2650,fucking play,,3,[Team0][Player3]: fucking play,35
2651,clinkz u remember me,,2,[Team0][Player2]: clinkz u remember me,35
2652,?,,2,[Team0][Player2]: ?,35
2653,??,,2,[Team0][Player2]: ??,35
2654,nope,,6,[Team1][Player1]: nope,35
2655,hey tinke,,0,[Team0][Player0]: hey tinke,35
2656,we played same matchu,,2,[Team0][Player2]: we played same matchu,35
2657,where are u retard,x,0,[Team0][Player0]: where are u retard,35
2658,don't play dota if ur country cannot give u proper internet,,3,[Team0][Player3]: don't play dota if ur country cannot give u proper internet,35
2659,we won?,,6,[Team1][Player1]: we won?,35
2660,i played dusa,,2,[Team0][Player2]: i played dusa,35
2661,u played clinkz,,2,[Team0][Player2]: u played clinkz,35
2662,u lost,,2,[Team0][Player2]: u lost,35
2663,"sorry ,i dont speak 3k",,9,"[Team1][Player4]: sorry ,i dont speak 3k",35
2664,call ur dady,,0,[Team0][Player0]: call ur dady,35
2665,okey,,0,[Team0][Player0]: okey,35
2666,another dog,,0,[Team0][Player0]: another dog,35
2667,wants to kill me,,0,[Team0][Player0]: wants to kill me,35
2668,Ez,,9,[Team1][Player4]: Ez,35
2669,dont play dota,x,9,[Team1][Player4]: dont play dota,35
2670,dog stfu,x,2,[Team0][Player2]: dog stfu,35
2671,if ur country cant give u proper internet,x,9,[Team1][Player4]: if ur country cant give u proper internet,35
2672,pls,,2,[Team0][Player2]: pls,35
2673,tinker u are so pathetic,,0,[Team0][Player0]: tinker u are so pathetic,35
2674,seriosly,,0,[Team0][Player0]: seriosly,35
2675,lowskilled,,0,[Team0][Player0]: lowskilled,35
2676,dog pls,,2,[Team0][Player2]: dog pls,35
2677,don't speak,,2,[Team0][Player2]: don't speak,35
2678,u got destryoed in lane,,2,[Team0][Player2]: u got destryoed in lane,35
2679,where uhad,,2,[Team0][Player2]: where uhad,35
2680,ROFL,,9,[Team1][Player4]: ROFL,35
2681,3 heroes,,2,[Team0][Player2]: 3 heroes,35
2682,helping you,,2,[Team0][Player2]: helping you,35
2683,i got destroyed dsdgfa,,9,[Team1][Player4]: i got destroyed dsdgfa,35
2684,i raped ur ass retard,x,0,[Team0][Player0]: i raped ur ass retard,35
2685,lil bitch,x,9,[Team1][Player4]: lil bitch,35
2686,:dddd,,0,[Team0][Player0]: :dddd,35
2687,RETARD,x,0,[Team0][Player0]: RETARD,35
2688,MY ES STAY BEHIND WITH ECHO,,0,[Team0][Player0]: MY ES STAY BEHIND WITH ECHO,35
2689,keep crying,x,9,[Team1][Player4]: keep crying,35
2690,bitch?,,0,[Team0][Player0]: bitch?,35
2691,lol u cant even time ur razes with euls 1k dog,,9,[Team1][Player4]: lol u cant even time ur razes with euls 1k dog,35
2692,hahahah,,0,[Team0][Player0]: hahahah,35
2693,why u cry now?,,0,[Team0][Player0]: why u cry now?,35
2694,loser,,0,[Team0][Player0]: loser,35
2695,ur the one crying since the beginning rofl,,9,[Team1][Player4]: ur the one crying since the beginning rofl,35
2696,u are loser,,0,[Team0][Player0]: u are loser,35
2697,dogs squad,,0,[Team0][Player0]: dogs squad,35
2698,XD,,1,[Team0][Player1]: XD,35
2699,gl next bois,,6,[Team1][Player1]: gl next bois,35
2700,Xd,,0,[Team0][Player0]: Xd,35
2701,dog,,2,[Team0][Player2]: dog,35
2702,clinkz,,2,[Team0][Player2]: clinkz,35
2703,never learn,,2,[Team0][Player2]: never learn,35
2704,?,,6,[Team1][Player1]: ?,35
2705,i beat ez so many dusa,,6,[Team1][Player1]: i beat ez so many dusa,35
2706,u was just lucky i think i cannot remember,,6,[Team1][Player1]: u was just lucky i think i cannot remember,35
2707,which one,,6,[Team1][Player1]: which one,35
2708,if can u push fast,,6,[Team1][Player1]: if can u push fast,35
2709,i can afk,,6,[Team1][Player1]: i can afk,35
2710,rly ?,,3,[Team0][Player3]: rly ?,35
2711,Where is my little bitch,x,0,[Team0][Player0]: Where is my little bitch,35
2712,dont go roshan,,6,[Team1][Player1]: dont go roshan,35
2713,cmon,,6,[Team1][Player1]: cmon,35
2714,go mid,,6,[Team1][Player1]: go mid,35
2715,dog stay,,2,[Team0][Player2]: dog stay,35
2716,in cage,,2,[Team0][Player2]: in cage,35
2717,i afk,,6,[Team1][Player1]: i afk,35
2718,go push pls,,6,[Team1][Player1]: go push pls,35
2719,nice dog,,2,[Team0][Player2]: nice dog,35
2720,cmon man,,6,[Team1][Player1]: cmon man,35
2721,gonna buy u a coockie,,2,[Team0][Player2]: gonna buy u a coockie,35
2722,ez mid 1v3 btw,,0,[Team0][Player0]: ez mid 1v3 btw,35
2723,cookie,,2,[Team0][Player2]: cookie,35
2724,yeah,,6,[Team1][Player1]: yeah,35
2725,"dusa, es and sf won you the game",,5,"[Team1][Player0]: dusa, es and sf won you the game",35
2726,ez mid,,6,[Team1][Player1]: ez mid,35
2727,sf won,,6,[Team1][Player1]: sf won,35
2728,lol sure 1k dog,,9,[Team1][Player4]: lol sure 1k dog,35
2729,mid,,6,[Team1][Player1]: mid,35
2730,ez,,6,[Team1][Player1]: ez,35
2731,yup,,3,[Team0][Player3]: yup,35
2732,tinker 17 min,,6,[Team1][Player1]: tinker 17 min,35
2733,travel,,6,[Team1][Player1]: travel,35
2734,:D,,6,[Team1][Player1]: :D,35
2735,he is loser,,0,[Team0][Player0]: he is loser,35
2736,he steal,,6,[Team1][Player1]: he steal,35
2737,my lane,,6,[Team1][Player1]: my lane,35
2738,on middle,,6,[Team1][Player1]: on middle,35
2739,sny bh,,5,[Team1][Player0]: sny bh,35
2740,man,,6,[Team1][Player1]: man,35
2741,dont push?,,6,[Team1][Player1]: dont push?,35
2742,Xd,,0,[Team0][Player0]: Xd,35
2743,tinker saying,,6,[Team1][Player1]: tinker saying,35
2744,im top 400,,6,[Team1][Player1]: im top 400,35
2745,tinker,,6,[Team1][Player1]: tinker,35
2746,:D:D,,6,[Team1][Player1]: :D:D,35
2747,alksjdlaskdjsa,,6,[Team1][Player1]: alksjdlaskdjsa,35
2748,so?,,0,[Team0][Player0]: so?,35
2749,im top 70,,0,[Team0][Player0]: im top 70,35
2750,top 400,,2,[Team0][Player2]: top 400,35
2751,my dick,,2,[Team0][Player2]: my dick,35
2752,:D:D,,6,[Team1][Player1]: :D:D,35
2753,17 min travel,,6,[Team1][Player1]: 17 min travel,35
2754,top 400,,6,[Team1][Player1]: top 400,35
2755,lul,,3,[Team0][Player3]: lul,35
2756,tinker is 3k dog,,0,[Team0][Player0]: tinker is 3k dog,35
2757,wp bois,,6,[Team1][Player1]: wp bois,35
2758,gl next,,6,[Team1][Player1]: gl next,35
2759,jakiro,,6,[Team1][Player1]: jakiro,35
2760,sorry for kiling,,6,[Team1][Player1]: sorry for kiling,35
2761,u,,6,[Team1][Player1]: u,35
2762,:D,,6,[Team1][Player1]: :D,35
2763,np,,3,[Team0][Player3]: np,35
2764,dogs will learn,,2,[Team0][Player2]: dogs will learn,35
2765,some day,,2,[Team0][Player2]: some day,35
2766,bitch?,,0,[Team0][Player0]: bitch?,35
2767,nice bb,,2,[Team0][Player2]: nice bb,35
2768,hahaha,,0,[Team0][Player0]: hahaha,35
2769,lol u arent shit sf,,9,[Team1][Player4]: lol u arent shit sf,35
2770,u changed the game,,2,[Team0][Player2]: u changed the game,35
2771,+,,5,[Team1][Player0]: +,35
2772,so bad,,0,[Team0][Player0]: so bad,35
2773,Fucktard,x,0,[Team0][Player0]: Fucktard,35
2774,wat,,5,[Team1][Player0]: wat,87
2775,la pa esta en rosh,,4,[Team0][Player4]: la pa esta en rosh,87
2776,easiest mid of my life,,5,[Team1][Player0]: easiest mid of my life,87
2777,tactica,,1,[Team0][Player1]: tactica,87
2778,sf mid feed,,1,[Team0][Player1]: sf mid feed,87
2779,xD,,1,[Team0][Player1]: xD,87
2780,gg wp,,9,[Team1][Player4]: gg wp,87
2781,REPORT NOOBS,,3,[Team0][Player3]: REPORT NOOBS,87
2782,TAKE IT EASY BROS,,2,[Team0][Player2]: TAKE IT EASY BROS,4
2783,Aw,,1,[Team0][Player1]: Aw,4
2784,sad injoker,,9,[Team1][Player4]: sad injoker,4
2785,yeah,,1,[Team0][Player1]: yeah,4
2786,try to play haha,,9,[Team1][Player4]: try to play haha,4
2787,what im doing ?,,1,[Team0][Player1]: what im doing ?,4
2788,then i dance?,,1,[Team0][Player1]: then i dance?,4
2789,but  slow farm,,9,[Team1][Player4]: but  slow farm,4
2790,?,,1,[Team0][Player1]: ?,4
2791,sumiya not midust,,9,[Team1][Player4]: sumiya not midust,4
2792,atleast im not fail mid,,1,[Team0][Player1]: atleast im not fail mid,4
2793,hello bot,,9,[Team1][Player4]: hello bot,4
2794,WP,,8,[Team1][Player3]: WP,4
2795,pa kill me,,9,[Team1][Player4]: pa kill me,4
2796,hello bot,,9,[Team1][Player4]: hello bot,4
2797,combo hahah,,9,[Team1][Player4]: combo hahah,4
2798,WP,,8,[Team1][Player3]: WP,4
2799,so fucking noob,x,9,[Team1][Player4]: so fucking noob,4
2800,just tt noob,,1,[Team0][Player1]: just tt noob,4
2801,i dont care,,1,[Team0][Player1]: i dont care,4
2802,yeah,,9,[Team1][Player4]: yeah,4
2803,fml,,7,[Team1][Player2]: fml,66
2804,una anal por asco,,4,[Team0][Player4]: una anal por asco,66
2805,te dije,,4,[Team0][Player4]: te dije,66
2806,es gorod no srive,,4,[Team0][Player4]: es gorod no srive,66
2807,LC BOSQUE,,1,[Team0][Player1]: LC BOSQUE,66
2808,XD,,1,[Team0][Player1]: XD,66
2809,gordo verga aprende a rogmi,,4,[Team0][Player4]: gordo verga aprende a rogmi,66
2810,EN QUE VERSION ESYTAS ?,,1,[Team0][Player1]: EN QUE VERSION ESYTAS ?,66
2811,2.5 ?,,1,[Team0][Player1]: 2.5 ?,66
2812,Xd,,1,[Team0][Player1]: Xd,66
2813,bueno al menso,,4,[Team0][Player4]: bueno al menso,66
2814,2hp,,5,[Team1][Player0]: 2hp,66
2815,o nice,,5,[Team1][Player0]: o nice,66
2816,MID CACA,,1,[Team0][Player1]: MID CACA,66
2817,SIGUE EN MI,,1,[Team0][Player1]: SIGUE EN MI,66
2818,....,,1,[Team0][Player1]: ....,66
2819,MID .,,1,[Team0][Player1]: MID .,66
2820,TRISTE INUTIL,,1,[Team0][Player1]: TRISTE INUTIL,66
2821,ez baitz,,8,[Team1][Player3]: ez baitz,66
2822,verga,,4,[Team0][Player4]: verga,66
2823,gg,,4,[Team0][Player4]: gg,66
2824,mis saca heuvas,,4,[Team0][Player4]: mis saca heuvas,66
2825,casale,,4,[Team0][Player4]: casale,66
2826,que asco no peude car a un enao,,4,[Team0][Player4]: que asco no peude car a un enao,66
2827,anyone hiring engineers?,,8,[Team1][Player3]: anyone hiring engineers?,66
2828,report sf,,3,[Team0][Player3]: report sf,66
2829,rpeort pudge,,3,[Team0][Player3]: rpeort pudge,66
2830,o captain my captian,,5,[Team1][Player0]: o captain my captian,66
2831,captain dont worry about buying a spare mast,,5,[Team1][Player0]: captain dont worry about buying a spare mast,66
2832,cause im so fking hard,,5,[Team1][Player0]: cause im so fking hard,66
2833,we can use mah cok,,5,[Team1][Player0]: we can use mah cok,66
2834,wow,,7,[Team1][Player2]: wow,66
2835,janco likes poetry lol,,5,[Team1][Player0]: janco likes poetry lol,66
2836,just trying to keep the troops happy,,5,[Team1][Player0]: just trying to keep the troops happy,66
2837,that was so beautiful,,7,[Team1][Player2]: that was so beautiful,66
2838,gg,,3,[Team0][Player3]: gg,66
2839,get some son,,5,[Team1][Player0]: get some son,66
2840,gg,,4,[Team0][Player4]: gg,66
2841,vgg,,8,[Team1][Player3]: vgg,66
2842,viva peru,,8,[Team1][Player3]: viva peru,66
2843,gg report sf and pudge,,3,[Team0][Player3]: gg report sf and pudge,66
2844,gg no asm,,4,[Team0][Player4]: gg no asm,66
2845,,,5,[Team1][Player0]: ,66
2846,que asco pro dios,,4,[Team0][Player4]: que asco pro dios,66
2847,shadow no ase nada de ñao,,4,[Team0][Player4]: shadow no ase nada de ñao,66
2848,ni matar peude con su eul,,4,[Team0][Player4]: ni matar peude con su eul,66
2849,gg no mas,,4,[Team0][Player4]: gg no mas,66
2850,eso no pedue asr,,4,[Team0][Player4]: eso no pedue asr,66
2851,solo amtar a un enao no peudeo,,4,[Team0][Player4]: solo amtar a un enao no peudeo,66
2852,gaga,,4,[Team0][Player4]: gaga,66
2853,VENGE GO,,5,[Team1][Player0]: VENGE GO,66
2854,GIVE IT,,5,[Team1][Player0]: GIVE IT,66
2855,REPORT SF AND PUDGE,,3,[Team0][Player3]: REPORT SF AND PUDGE,66
2856,be a bro,,8,[Team1][Player3]: be a bro,66
2857,buyback to not feed rampage?,,5,[Team1][Player0]: buyback to not feed rampage?,66
2858,lame,,5,[Team1][Player0]: lame,66
2859,way too late,,5,[Team1][Player0]: way too late,66
2860,sad/,,7,[Team1][Player2]: sad/,66
2861,u nerd,,5,[Team1][Player0]: u nerd,66
2862,leave my baby alone,,7,[Team1][Player2]: leave my baby alone,66
2863,holy fuck i got 35 assists,,7,[Team1][Player2]: holy fuck i got 35 assists,66
2864,fucking yall up,,7,[Team1][Player2]: fucking yall up,66
2865,,,5,[Team1][Player0]: ,66
2866,lame.,,5,[Team1][Player0]: lame.,66
2867,slark been working on basher for 10 minutes lol ,,5,[Team1][Player0]: slark been working on basher for 10 minutes lol ,66
2868,w0rth?,,5,[Team1][Player0]: w0rth?,66
2869,jaja,,4,[Team0][Player4]: jaja,66
2870,lol,,7,[Team1][Player2]: lol,66
2871,si uviera cojido centaruo le uvieramso ganado pero coje le vega la hiaj de puta,,4,[Team0][Player4]: si uviera cojido centaruo le uvieramso ganado pero coje le vega la hiaj de puta,66
2872,sf se arma cuando ya esta armado el spectre,,4,[Team0][Player4]: sf se arma cuando ya esta armado el spectre,66
2873,no tiene mucho,,7,[Team1][Player2]: no tiene mucho,66
2874,REPORT PUDGE,,3,[Team0][Player3]: REPORT PUDGE,66
2875,jajja manco mi sf una mierda,,4,[Team0][Player4]: jajja manco mi sf una mierda,66
2876,pUDGE PEOR,,3,[Team0][Player3]: pUDGE PEOR,66
2877,y ya vieron como murio el lc todo un pro :D,,2,[Team0][Player2]: y ya vieron como murio el lc todo un pro :D,66
2878,calro soy el unico k el mata al enano ya q vos no puedes,,4,[Team0][Player4]: calro soy el unico k el mata al enano ya q vos no puedes,66
2879,GG END FAST,,3,[Team0][Player3]: GG END FAST,66
2880,gg,,5,[Team1][Player0]: gg,66
2881,gg,,8,[Team1][Player3]: gg,66
2882,i was on the phone for most of the game,,8,[Team1][Player3]: i was on the phone for most of the game,66
2883,eat bitches,,5,[Team1][Player0]: eat bitches,64
2884,hha,,8,[Team1][Player3]: hha,64
2885,idiot sk,,0,[Team0][Player0]: idiot sk,64
2886,:'(,,8,[Team1][Player3]: :'(,64
2887,nice dis,,8,[Team1][Player3]: nice dis,64
2888,idiot,,0,[Team0][Player0]: idiot,64
2889,wait,,4,[Team0][Player4]: wait,64
2890,party,,4,[Team0][Player4]: party,64
2891,idiot,,8,[Team1][Player3]: idiot,64
2892,yeah,,0,[Team0][Player0]: yeah,64
2893,HAhaha,,0,[Team0][Player0]: HAhaha,64
2894,and you also,,0,[Team0][Player0]: and you also,64
2895,hah,,8,[Team1][Player3]: hah,64
2896,haha,,4,[Team0][Player4]: haha,64
2897,fuck lc,,4,[Team0][Player4]: fuck lc,64
2898,trip,,4,[Team0][Player4]: trip,64
2899,i hate you jugg,,8,[Team1][Player3]: i hate you jugg,64
2900,haha jugg is noob,,4,[Team0][Player4]: haha jugg is noob,64
2901,but i love you,,0,[Team0][Player0]: but i love you,64
2902,gayt,,4,[Team0][Player4]: gayt,64
2903,idiot tinker,,0,[Team0][Player0]: idiot tinker,64
2904,ogn,,8,[Team1][Player3]: ogn,64
2905,omg,,8,[Team1][Player3]: omg,64
2906,i quit,,3,[Team0][Player3]: i quit,64
2907,go quit,,4,[Team0][Player4]: go quit,64
2908,SAD IDIOT SK AND TINKER,x,0,[Team0][Player0]: SAD IDIOT SK AND TINKER,64
2909,hAHA,,0,[Team0][Player0]: hAHA,64
2910,who is ur team tank,,6,[Team1][Player1]: who is ur team tank,64
2911,hahahah,,3,[Team0][Player3]: hahahah,64
2912,jug,,3,[Team0][Player3]: jug,64
2913,"he made sny, now he's making manta",,1,"[Team0][Player1]: he made sny, now he's making manta",64
2914,nice,,1,[Team0][Player1]: nice,64
2915,SAD,,6,[Team1][Player1]: SAD,64
2916,gege,,5,[Team1][Player0]: gege,64
2917,commend me,,8,[Team1][Player3]: commend me,64
2918,ez,,4,[Team0][Player4]: ez,64
2919,NOOB SK,,0,[Team0][Player0]: NOOB SK,64
2920,report jugg,,4,[Team0][Player4]: report jugg,64
2921,IDIOT,x,0,[Team0][Player0]: IDIOT,64
2922,gg,,9,[Team1][Player4]: gg,46
2923,gg,,9,[Team1][Player4]: gg,46
2924,go leave plz,,9,[Team1][Player4]: go leave plz,46
2925,he is coming,,7,[Team1][Player2]: he is coming,46
2926,pls pause for invo,,7,[Team1][Player2]: pls pause for invo,46
2927,1 min,,7,[Team1][Player2]: 1 min,46
2928,restarting router,,7,[Team1][Player2]: restarting router,46
2929,cgc,,6,[Team1][Player1]: cgc,46
2930,sps,,6,[Team1][Player1]: sps,46
2931,|sec,,9,[Team1][Player4]: |sec,46
2932,wc,,9,[Team1][Player4]: wc,46
2933,wc,,9,[Team1][Player4]: wc,46
2934,plz,,9,[Team1][Player4]: plz,46
2935,:D,,9,[Team1][Player4]: :D,46
2936,ty,,2,[Team0][Player2]: ty,8
2937,this pugna,,9,[Team1][Player4]: this pugna,8
2938,is a fukin troll,,9,[Team1][Player4]: is a fukin troll,8
2939,in ranked,,9,[Team1][Player4]: in ranked,8
2940,such nolifer,,9,[Team1][Player4]: such nolifer,8
2941,Fuck u pugna,x,9,[Team1][Player4]: Fuck u pugna,8
2942,report all pugna please,,9,[Team1][Player4]: report all pugna please,8
2943,hope 1 month ban,,9,[Team1][Player4]: hope 1 month ban,8
2944,pugna is retarded,x,9,[Team1][Player4]: pugna is retarded,8
2945,ff pls,,9,[Team1][Player4]: ff pls,8
2946,Gg,,5,[Team1][Player0]: Gg,8
2947,0-20,,5,[Team1][Player0]: 0-20,8
2948,gg,,5,[Team1][Player0]: gg,8
2949,wow,,1,[Team0][Player1]: wow,8
2950,idk how we won this,,1,[Team0][Player1]: idk how we won this,8
2951,he dont know,,0,[Team0][Player0]: he dont know,8
2952,see pugna items,,9,[Team1][Player4]: see pugna items,8
2953,no idea either,,2,[Team0][Player2]: no idea either,8
2954,viper 4-7 ;D,,0,[Team0][Player0]: viper 4-7 ;D,8
2955,such shitty 'support',x,2,[Team0][Player2]: such shitty 'support',8
2956,ds afk,,8,[Team1][Player3]: ds afk,54
2957,perae,,8,[Team1][Player3]: perae,54
2958,na moral,,8,[Team1][Player3]: na moral,54
2959,ah se fude,,1,[Team0][Player1]: ah se fude,54
2960,boa shaman,,8,[Team1][Player3]: boa shaman,54
2961,hmm,,8,[Team1][Player3]: hmm,54
2962,q q vai acontece no bot será em,,8,[Team1][Player3]: q q vai acontece no bot será em,54
2963,a hora q o cara caiu,,3,[Team0][Player3]: a hora q o cara caiu,54
2964,descubra no próximo episódio,,8,[Team1][Player3]: descubra no próximo episódio,54
2965,eta pinto mole em,,8,[Team1][Player3]: eta pinto mole em,54
2966,on no dota,,1,[Team0][Player1]: on no dota,54
2967,cala boca,,8,[Team1][Player3]: cala boca,54
2968,mutei vc amiguinho,,1,[Team0][Player1]: mutei vc amiguinho,54
2969,VISH,,8,[Team1][Player3]: VISH,54
2970,lek eh brabo,,8,[Team1][Player3]: lek eh brabo,54
2971,gg,,5,[Team1][Player0]: gg,54
2972,wp guys,,0,[Team0][Player0]: wp guys,54
2973,acabei finalmente esse boost lixo,,5,[Team1][Player0]: acabei finalmente esse boost lixo,54
2974,4k é 1 bracket podre,,5,[Team1][Player0]: 4k é 1 bracket podre,54
2975,booster desgraçado,,3,[Team0][Player3]: booster desgraçado,54
2976,xd,,5,[Team1][Player0]: xd,54
2977,heroi op do demonio,,3,[Team0][Player3]: heroi op do demonio,54
2978,acabei o boost agr,,5,[Team1][Player0]: acabei o boost agr,54
2979,se cair com esse dono da conta dnv,,5,[Team1][Player0]: se cair com esse dono da conta dnv,54
2980,kitem,,5,[Team1][Player0]: kitem,54
2981,pq ele era 2k,,5,[Team1][Player0]: pq ele era 2k,54
2982,coloquei 4k,,5,[Team1][Player0]: coloquei 4k,54
2983,dauhdasduhas,,5,[Team1][Player0]: dauhdasduhas,54
2984,#dica,,5,[Team1][Player0]: #dica,54
2985,vai da o cu,x,0,[Team0][Player0]: vai da o cu,54
2986,bosster maldito,,3,[Team0][Player3]: bosster maldito,54
2987,"Омник,как нервы?)",,4,"[Team0][Player4]: Омник,как нервы?)",53
2988,да,,6,[Team1][Player1]: да,53
2989,изи,,6,[Team1][Player1]: изи,53
2990,А теперь?),,4,[Team0][Player4]: А теперь?),53
2991,всё нормально,,6,[Team1][Player1]: всё нормально,53
2992,блин у вас тут так много стаков крипов больших,,8,[Team1][Player3]: блин у вас тут так много стаков крипов больших,53
2993,щяс забиру,,8,[Team1][Player3]: щяс забиру,53
2994,забирай,,2,[Team0][Player2]: забирай,53
2995,цк стаки соатвь,,9,[Team1][Player4]: цк стаки соатвь,53
2996,пожаулйста,,9,[Team1][Player4]: пожаулйста,53
2997,оставь,,9,[Team1][Player4]: оставь,53
2998,дк,,9,[Team1][Player4]: дк,53
2999,Рошана не забирайте сукены дети,,8,[Team1][Player3]: Рошана не забирайте сукены дети,53
3000,АЙ БАЛ ВАС РОВТ СУКИ ЕТО МОЙ НИК,,8,[Team1][Player3]: АЙ БАЛ ВАС РОВТ СУКИ ЕТО МОЙ НИК,53
3001,НЕ ХОДИ в лесу нашим пожалуста мне фарм нужин,,8,[Team1][Player3]: НЕ ХОДИ в лесу нашим пожалуста мне фарм нужин,53
3002,плюс,,9,[Team1][Player4]: плюс,53
3003,НА УЖИН,,8,[Team1][Player3]: НА УЖИН,53
3004,СОСАТ РАК,,8,[Team1][Player3]: СОСАТ РАК,53
3005,плюс,,9,[Team1][Player4]: плюс,53
3006,соснёшь ты уёба,,0,[Team0][Player0]: соснёшь ты уёба,53
3007,малчи рак,,9,[Team1][Player4]: малчи рак,53
3008,даун,,0,[Team0][Player0]: даун,53
3009,)),,0,[Team0][Player0]: )),53
3010,не мАлчу,,0,[Team0][Player0]: не мАлчу,53
3011,рофл,,6,[Team1][Player1]: рофл,53
3012,сасать,,0,[Team0][Player0]: сасать,53
3013,РЭПОРТ РАК,,8,[Team1][Player3]: РЭПОРТ РАК,53
3014,сосат,,8,[Team1][Player3]: сосат,53
3015,ТАК ВЫ ПРОЕБАЛИ ЖЕ,,8,[Team1][Player3]: ТАК ВЫ ПРОЕБАЛИ ЖЕ,53
3016,раки,,8,[Team1][Player3]: раки,53
3017,рак слили рака макака,,8,[Team1][Player3]: рак слили рака макака,53
3018,ЛОХ,,9,[Team1][Player4]: ЛОХ,53
3019,чмо,,8,[Team1][Player3]: чмо,53
3020,ты даун?)),,0,[Team0][Player0]: ты даун?)),53
3021,ДАВНО ИГРУ КУПИЛ?,,9,[Team1][Player4]: ДАВНО ИГРУ КУПИЛ?,53
3022,РАК,,8,[Team1][Player3]: РАК,53
3023,блин,,9,[Team1][Player4]: блин,53
3024,пачти,,9,[Team1][Player4]: пачти,53
3025,в рот вас,,0,[Team0][Player0]: в рот вас,53
3026,gg,,5,[Team1][Player0]: gg,53
3027,Твой рот наоборот,,4,[Team0][Player4]: Твой рот наоборот,53
3028,i understand mr ogre u need to tryhard sinceur in ancient games,,0,[Team0][Player0]: i understand mr ogre u need to tryhard sinceur in ancient games,67
3029,but this much?,,0,[Team0][Player0]: but this much?,67
3030,why does luna have a wand first item,,4,[Team0][Player4]: why does luna have a wand first item,67
3031,is that a thing vs LD,,4,[Team0][Player4]: is that a thing vs LD,67
3032,??,,4,[Team0][Player4]: ??,67
3033,take him back,,0,[Team0][Player0]: take him back,67
3034,dying from creeps,,0,[Team0][Player0]: dying from creeps,67
3035,nice,,5,[Team1][Player0]: nice,67
3036,sorry guys,,2,[Team0][Player2]: sorry guys,67
3037,gg,,2,[Team0][Player2]: gg,67
3038,You guys can leave now : /,,2,[Team0][Player2]: You guys can leave now : /,67
3039,No punishment,,2,[Team0][Player2]: No punishment,67
3040,report mnid,,5,[Team1][Player0]: report mnid,67
3041,не не не,,0,[Team0][Player0]: не не не,78
3042,най сетик виверна,,0,[Team0][Player0]: най сетик виверна,78
3043,найс,,0,[Team0][Player0]: найс,78
3044,хороший байт,,2,[Team0][Player2]: хороший байт,78
3045,всем спс за игру,,0,[Team0][Player0]: всем спс за игру,78
3046,davau v tro,,7,[Team1][Player2]: davau v tro,78
3047,n,,7,[Team1][Player2]: n,78
3048,kuda vi,,7,[Team1][Player2]: kuda vi,78
3049,фармить,,4,[Team0][Player4]: фармить,78
3050,через час придём,,4,[Team0][Player4]: через час придём,78
3051,ti voobshe ne prohodi,,7,[Team1][Player2]: ti voobshe ne prohodi,78
3052,что так,,4,[Team0][Player4]: что так,78
3053,"удачи в следующей, и пусть вам не попадется такая не благодарная кома",,6,"[Team1][Player1]: удачи в следующей, и пусть вам не попадется такая не благодарная кома",78
3054,я приду,,4,[Team0][Player4]: я приду,78
